,id,title,year,journal.id,journal.title
0,pub.1004476152,On the Use of Generalized Additive Models in Time-Series Studies of Air Pollution and Health,2002,jour.1090493,American Journal of Epidemiology
0,pub.1042645383,The dose-response relationship in older men exposed to ozone,1995,jour.1005851,Experimental Gerontology
0,pub.1026631492,"Air Pollution and Daily Mortality in the Coachella Valley, California: A Study of PM10 Dominated by Coarse Particles",1999,jour.1009554,Environmental Research
0,pub.1052314280,Impact of Changes in Transportation and Commuting Behaviors During the 1996 Summer Olympic Games in Atlanta on Air Quality and Childhood Asthma,2001,jour.1081531,JAMA
0,pub.1021529875,Ambient Ozone Causes Upper Airways Inflammation in Children,1993,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1025676642,Aromatic Hydroxylation in Nasal Lavage Fluid Following Ambient Ozone Exposure,1997,jour.1097289,Free Radical Biology and Medicine
0,pub.1053624120,Ambient ozone exposure is associated with eosinophil activation in healthy children,2001,jour.1014810,Clinical & Experimental Allergy
0,pub.1044589955,FEV1 is associated with risk of asthma attacks in a pediatric population,2001,jour.1055081,Journal of Allergy and Clinical Immunology
0,pub.1077000863,"Air Pollution and Daily Hospital Admissions for Cardiovascular Diseases in Windsor, Ontario",2005,jour.1017392,Canadian Journal of Public Health
0,pub.1058304728,Some Applications of Radial Plots,1994,jour.1009619,Journal of the American Statistical Association
0,pub.1064747320,Long-term residence in areas of high ozone: associations with respiratory health in a nationwide sample of nonsmoking young adults [dsee comments],1999,jour.1031925,Environmental Health Perspectives
0,pub.1045418504,Air pollution and mortality in a cohort of patients with chronic obstructive pulmonary disease: a time series analysis,2000,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1023792775,"Emergency Room Visits of Asthmatic Children, Relation to Air Pollution, Weather, and Airborne Allergens",1998,jour.1017219,Annals of Allergy Asthma & Immunology
0,pub.1013639884,Association between Air Pollution and Lung Function  Growth in Southern California Children,2000,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1024449924,Association of Low-Level Ozone and Fine Particles With Respiratory Symptoms in Children With Asthma,2003,jour.1081531,JAMA
0,pub.1003101224,Acute effects of summer air pollution on respiratory health of asthmatic children.,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1006394401,The Effects of Ambient Air Pollution on School Absenteeism Due to Respiratory Illnesses,2001,jour.1100479,Epidemiology
0,pub.1012846212,Particulate and Ozone Pollutant Effects on the Respiratory Function of Children in Southwest Mexico City,1999,jour.1100479,Epidemiology
0,pub.1035362117,Ambient Pollution and Heart Rate Variability,2000,jour.1009570,Circulation
0,pub.1039931524,"Associations between Daily Cause-specific Mortality and Concentrations of Ground-level Ozone in Montreal, Quebec",2001,jour.1090493,American Journal of Epidemiology
0,pub.1044948762,Associations between ambient air pollution and daily mortality among persons with congestive heart failure,2003,jour.1009554,Environmental Research
0,pub.1043674513,The Methodologic Ozone Effect,2005,jour.1100479,Epidemiology
0,pub.1044219290,Effect of Ambient Air Pollution on Pulmonary Exacerbations and Lung Function in Cystic Fibrosis,2004,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1049780834,Asthma Related to Occupational and Ambient Air Pollutants in Nonsmokers.,1993,jour.1081863,Journal of Occupational and Environmental Medicine
0,pub.1007808967,Acute Effects of Ozone on Mortality from the “Air Pollution and Health,2004,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1064736983,"A time-series analysis of acidic particulate matter and daily mortality and morbidity in the Buffalo, New York, region.",2000,jour.1031925,Environmental Health Perspectives
0,pub.1060138958,Associations between Outdoor Air Pollutants and Hospitalization for Respiratory Diseases,2000,jour.1100479,Epidemiology
0,pub.1026989906,Association of air pollution with daily GP consultations for asthma and other lower respiratory conditions in London,1999,jour.1019594,Thorax
0,pub.1007424643,Effects of air pollution on general practitioner consultations for upper respiratory diseases in London,2002,jour.1017084,Occupational and Environmental Medicine
0,pub.1019567935,Spirometric Reference Values from a Sample of  the General U.S. Population,1999,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1013292014,Cardiorespiratory and all-cause mortality after restrictions on sulphur content of fuel in Hong Kong: an intervention study,2002,jour.1077219,The Lancet
0,pub.1005983729,Effect of Exposures to Ambient Ozone on Ventilatory Lung Function in Children,1990,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1083265128,Asthma severity and susceptibility to air pollution.,1998,jour.1097884,European Respiratory Journal
0,pub.1026088168,Effect of photochemical air pollution on acute respiratory symptoms in children.,1995,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1003184835,Daily Mortality and Air Pollution in the Netherlands,2000,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1033815386,"The Association between Air Pollution and Heart Failure, Arrhythmia, Embolism, Thrombosis, and Other Cardiovascular Causes of Death in a Time Series Study",2001,jour.1100479,Epidemiology
0,pub.1064409393,"Bayesian model averaging: a tutorial (with comments by M. Clyde, David Draper and E. I. George, and a rejoinder by the authors",1999,jour.1023636,Statistical Science
0,pub.1040206559,Air Pollution and Heart Rate Variability Among the Elderly in Mexico City,2003,jour.1100479,Epidemiology
0,pub.1011620382,"Frequency of patients with acute asthma in relation to ozone, nitrogen dioxide, other pollutants of ambient air and meteorological observations",1997,jour.1013819,International Archives of Occupational and Environmental Health
0,pub.1064737613,Effects of air pollutants on acute stroke mortality.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1014846237,Environmental ozone effects in different population subgroups,2003,jour.1021979,International Journal of Hygiene and Environmental Health
0,pub.1021233343,Bayesian hierarchical distributed lag models for summer ozone exposure and cardio‐respiratory mortality,2005,jour.1024804,Environmetrics
0,pub.1020391178,Effects of Air Pollution on Daily Clinic Visits for Lower Respiratory Tract Illness,2002,jour.1090493,American Journal of Epidemiology
0,pub.1038617686,Long- and medium-term ozone effects on lung growth including a broad spectrum of exposure,2004,jour.1097884,European Respiratory Journal
0,pub.1024890984,"Association between Levels of Fine Particulate and Emergency Visits for Pneumonia and other Respiratory Illnesses among Children in Santiago, Chile",1999,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1082951140,Daily PM10/mortality associations: an investigations of at-risk subpopulations.,1996,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1033981307,"Air pollution and emergency department visits for asthma among Ohio Medicaid recipients, 1991–1996",2003,jour.1009554,Environmental Research
0,pub.1083574962,Acute effects of low levels of ambient ozone on peak expiratory flow rate in a cohort of Australian children,2000,jour.1087544,International Journal of Epidemiology
0,pub.1052834746,"Acute effects of urban ambient air pollution on respiratory symptoms, asthma medication use, and doctor visits for asthma in a cohort of Australian children",2004,jour.1009554,Environmental Research
0,pub.1058384667,Transient or persistent asthma-like symptoms and lung growth over 2-year follow-up in pre-adolescent children.,2001,jour.1030699,Journal of Cancer Epidemiology and Prevention
0,pub.1036329956,Short-term health effects of particulate and photochemical air pollution in asthmatic children,2002,jour.1097884,European Respiratory Journal
0,pub.1011661078,Air pollution attributable postneonatal infant mortality in U.S. metropolitan areas: a risk assessment study,2004,jour.1327425,Environmental Health
0,pub.1020304890,Heat acclimatization and sunshine cause false indications of mortality due to ozone,2005,jour.1009554,Environmental Research
0,pub.1039358356,"Determining the threshold effect of ozone on daily mortality: an analysis of ozone and mortality in Seoul, Korea, 1995–1999",2004,jour.1009554,Environmental Research
0,pub.1025910818,Respiratory Effects of Seasonal Exposures to Ozone and Particles,2000,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1035571997,Associations of daily mortality and air pollution in Los Angeles County,1991,jour.1009554,Environmental Research
0,pub.1083283303,Methods development for epidemiologic investigations of the health effects of prolonged ozone exposure. Part III. An approach to retrospective estimation of lifetime ozone exposure using a questionnaire and ambient monitoring data (U.S. sites).,1998,jour.1358288,Research report
0,pub.1028764274,Aerosol Research and Inhalation Epidemiological Study (ARIES): Air Quality and Daily Mortality Statistical Modeling— Interim Results,2000,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1037664927,Daily Mortality and Air Pollution in Atlanta: Two Years of Data from ARIES,2004,jour.1099488,Inhalation Toxicology
0,pub.1064741681,"Temperature, air pollution, and hospitalization for cardiovascular diseases among elderly people in Denver.",2003,jour.1031925,Environmental Health Perspectives
0,pub.1053458794,Upper airway inflammation in children exposed to ambient ozone and potential signs of adaptation,1999,jour.1097884,European Respiratory Journal
0,pub.1035942036,Effects of ambient ozone on lung function in children over a two-summer period,2000,jour.1097884,European Respiratory Journal
0,pub.1046314515,Nasal lavage as a tool in assessing acute inflammation in response to inhaled pollutants,1990,jour.1016494,Toxicology
0,pub.1064747060,Effects of ozone and other pollutants on the pulmonary function of adult hikers.,1998,jour.1031925,Environmental Health Perspectives
0,pub.1048877077,Relation of Peak Expiratory Flow Rates and Symptoms to Ambient Ozone,1992,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1047423871,Association between Lifetime Ambient Ozone Exposure and Pulmonary Function in College Freshmen—Results of a Pilot Study,1997,jour.1009554,Environmental Research
0,pub.1021358856,Respiratory Effects of Air Pollutants among Asthmatics in Central Taiwan,2002,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1009744759,Effects of Ambient Air Pollution on Daily Mortality in a Cohort of Patients with Congestive Heart Failure,2001,jour.1100479,Epidemiology
0,pub.1050958076,Pulmonary Epithelial Integrity in Children: Relationship to Ambient Ozone Exposure and Swimming Pool Attendance,2004,jour.1031925,Environmental Health Perspectives
0,pub.1064747313,"Reanalysis of the effects of air pollution on daily mortality in Seoul, Korea: A case-crossover design.",1999,jour.1031925,Environmental Health Perspectives
0,pub.1064747233,"Air pollution and daily mortality in Seoul and Ulsan, Korea.",1999,jour.1031925,Environmental Health Perspectives
0,pub.1020375041,"Air Pollution and Asthma Among Children in Seoul, Korea",2002,jour.1100479,Epidemiology
0,pub.1064737276,Assessing the public health benefits of reduced ozone concentrations.,2001,jour.1031925,Environmental Health Perspectives
0,pub.1013347078,Association of Higher Levels of Ambient Criteria Pollutants with Impaired Cardiac Autonomic Control: A Population-based Study,2004,jour.1090493,American Journal of Epidemiology
0,pub.1008966553,Relationship of outdoor air quality to pediatric asthma exacerbations,2003,jour.1017219,Annals of Allergy Asthma & Immunology
0,pub.1042530199,"Air pollution and respiratory illness of children in São Paulo, Brazil",1999,jour.1097335,Paediatric and Perinatal Epidemiology
0,pub.1052552035,ADVERSE PREGNANCY OUTCOME IN A PETROCHEMICAL POLLUTED AREA IN TAIWAN,2001,jour.1023465,Journal of Toxicology and Environmental Health Part A
0,pub.1029721644,Effect of short-term exposure to gaseous pollution on asthma hospitalisation in children: a bi-directional case-crossover analysis,2003,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1012458306,"Gaseous Air Pollutants and Asthma Hospitalization of Children with Low Household Income in Vancouver, British Columbia, Canada",2004,jour.1090493,American Journal of Epidemiology
0,pub.1064737033,Air pollution and daily hospital admissions in metropolitan Los Angeles.,2000,jour.1031925,Environmental Health Perspectives
0,pub.1014467647,Temporal patterns in air pollution and hospital admissions,1992,jour.1009554,Environmental Research
0,pub.1017845393,"Air Pollution, Blood Pressure, and Their Long-Term Associations with Mortality",2003,jour.1099488,Inhalation Toxicology
0,pub.1017365305,Health Significance of Pulmonary Function Responses to Airborne Irritants,1988,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1083213299,Peak flow rate changes in O3 exposed children: spirometry vs miniWright flow meters.,1998,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1074782375,Association of particulate matter components with daily mortality and morbidity in urban populations.,2000,jour.1358288,Research report
0,pub.1064746587,"Air pollution and emergency room visits for asthma in Santa Clara County, California.",1997,jour.1031925,Environmental Health Perspectives
0,pub.1082997498,Ozone exposure and daily mortality in Mexico City: a time-series analysis.,1996,jour.1358288,Research report
0,pub.1031211685,Air Pollution and Infant Mortality in Mexico City,1999,jour.1100479,Epidemiology
0,pub.1025822996,Assessing seasonal confounding and model selection bias in air pollution epidemiology using positive and negative control analyses,2000,jour.1024804,Environmetrics
0,pub.1139201433,Relation between Ambient Air Pollution and Low Birth Weight in the Northeastern United States,2001,jour.1031925,Environmental Health Perspectives
0,pub.1064737599,Air pollution and hospital admissions for ischemic heart disease in persons with congestive heart failure or arrhythmia.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1010069621,"Air Pollution and Emergency Room Visits Due to Chronic Lower Respiratory Diseases in the Elderly: An Ecological Time-Series Study in São Paulo, Brazil",2002,jour.1081863,Journal of Occupational and Environmental Medicine
0,pub.1139201949,Air Pollution and Bronchitic Symptoms in Southern California Children with Asthma,1999,jour.1031925,Environmental Health Perspectives
0,pub.1007106899,Asthma in exercising children exposed to ozone: a cohort study,2002,jour.1077219,The Lancet
0,pub.1016279598,Prospective Study of Air Pollution and Bronchitic Symptoms in Children with Asthma,2003,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1032796534,Long-Term Ambient Ozone Concentration and the Incidence of Asthma in Nonsmoking Adults: The Ahsmog Study,1999,jour.1009554,Environmental Research
0,pub.1035334098,Ambient Air Pollution and Cardiovascular Emergency Department Visits,2004,jour.1100479,Epidemiology
0,pub.1009872275,Design and methods of the National Cooperative Inner‐City Asthma Study,1997,jour.1095828,Pediatric Pulmonology
0,pub.1058425358,Air pollution and daily mortality in two U.S. counties: season-specific analyses and exposure-response relationships.,2003,jour.1099488,Inhalation Toxicology
0,pub.1033626697,A Critical Review of the Evidence on Particulate Air Pollution and Mortality,1996,jour.1100479,Epidemiology
0,pub.1025432067,Air Pollution and Daily Mortality in Philadelphia,1995,jour.1100479,Epidemiology
0,pub.1007148755,Air Pollution and Hospital Admissions for Respiratory Causes in Minneapolis-St. Paul and Birmingham,1997,jour.1100479,Epidemiology
0,pub.1032949852,The effect of air pollution on inner-city children with asthma,2002,jour.1097884,European Respiratory Journal
0,pub.1075240251,NTP Toxicology and Carcinogenesis Studies of Ozone (CAS No. 10028-15-6) and Ozone/NNK (CAS No. 10028-15-6/ 64091-91-4) in F344/N Rats and B6C3F1 Mice (Inhalation Studies).,1994,jour.1087108,NTP technical report
0,pub.1074356953,Effect of insurance coverage on the relationship between asthma hospitalizations and exposure to air pollution.,1999,jour.1015307,Public Health Reports
0,pub.1049133309,"Correlation of environmental factors with asthma and rhinitis symptoms in Tulsa, OK",2004,jour.1017219,Annals of Allergy Asthma & Immunology
0,pub.1031361458,The use of a neural network for studying the relationship between air pollution and asthma-related emergency room visits,1998,jour.1345568,Respiratory Medicine
0,pub.1004092783,"Traffic related air pollution and acute hospital admission for respiratory diseases in Drammen, Norway 1995–2000",2003,jour.1095636,European Journal of Epidemiology
0,pub.1051678711,"Ozone, area social conditions, and mortality in Mexico City",2004,jour.1009554,Environmental Research
0,pub.1032932207,Fine Particulate Air Pollution and Mortality in Two Southern California Counties,1995,jour.1009554,Environmental Research
0,pub.1082951141,"Air pollution and mortality: results from a study of Santiago, Chile.",1996,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1016008441,"Coarse and fine particles and daily mortality in the Coachella Valley, California: a follow-up study",2000,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1049955371,Air Pollution and Exacerbation of Asthma in African-American Children in Los Angeles,2001,jour.1100479,Epidemiology
0,pub.1006997609,"DNA bulky adducts in a Mediterranean population correlate with environmental ozone concentration, an indicator of photochemical smog",2004,jour.1358156,International Journal of Cancer
0,pub.1048811909,Ambient Air Pollution and Respiratory Emergency Department Visits,2005,jour.1100479,Epidemiology
0,pub.1070323529,"Association between Air Pollution and Intrauterine Mortality in Sao Paulo, Brazil",1998,jour.1031925,Environmental Health Perspectives
0,pub.1046259913,Influence of Air Pollution on the Incidence of Respiratory Tract Neoplasm,2005,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1028461067,Increased Particulate Air Pollution and the Triggering of Myocardial Infarction,2001,jour.1009570,Circulation
0,pub.1020234427,"Associations between Outdoor Air Pollution and Hospital Admissions in Brisbane, Australia",2001,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1039946738,"Daily time series for cardiovascular hospital admissions and previous day's air pollution in London, UK.",1997,jour.1017084,Occupational and Environmental Medicine
0,pub.1024852546,Effects of air pollution on daily hospital admissions for respiratory disease in London between 1987-88 and 1991-92.,1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1044770368,Asthma and ambient air pollution in Helsinki.,1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1035415793,Mortality and Air Pollution in Helsinki,1998,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1005721995,Urban air pollution and cardiopulmonary ill health: a 14.5 year time series study.,1998,jour.1017084,Occupational and Environmental Medicine
0,pub.1064744299,Acute lung function responses to ambient acid aerosol exposures in children.,1989,jour.1031925,Environmental Health Perspectives
0,pub.1041816307,Prevalence of asthma and rhinitis in relation to long‐term exposure to gaseous air pollutants,2000,jour.1371199,Allergy
0,pub.1021200325,The Effect of Concurvity in Generalized Additive Models Linking Mortality to Ambient Particulate Matter,2003,jour.1100479,Epidemiology
0,pub.1026100532,A Case-Crossover Analysis of Particulate Air Pollution and Cardiac Arrhythmia in Patients with Implantable Cardioverter Defibrillators,2004,jour.1099488,Inhalation Toxicology
0,pub.1032461434,Association of Short-term Ambient Air Pollution Concentrations and Ventricular Arrhythmias,2005,jour.1090493,American Journal of Epidemiology
0,pub.1042602667,Effect of Air Pollution on Preterm Birth Among Children Born in Southern California Between 1989 and 1993,2000,jour.1100479,Epidemiology
0,pub.1008393880,Ambient Air Pollution and Risk of Birth Defects in Southern California,2002,jour.1090493,American Journal of Epidemiology
0,pub.1011355204,"Daily Mortality and Air Pollution along Busy Streets in Amsterdam, 1987–1998",2001,jour.1100479,Epidemiology
0,pub.1082557304,Effects of Urban Air Pollutants on Emergency Visits for Childhood Asthma in Mexico City,1995,jour.1090493,American Journal of Epidemiology
0,pub.1041209105,Effects of air pollution on the respiratory health of asthmatic children living in Mexico City.,1996,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1032273963,Effects of Intermittent Ozone Exposure on Peak Expiratory Flow and Respiratory Symptoms among Asthmatic Children in Mexico City,1997,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1010446808,Antioxidant Supplementation and Respiratory  Functions among Workers Exposed to High Levels of Ozone,1998,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1047424233,Antioxidant Supplementation and Lung Functions among Children with Asthma Exposed to High Levels of Air Pollutants,2002,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1028992678,Effects of prematurity and intrauterine growth on respiratory health and lung function in childhood,1993,jour.1011929,International Journal of Gynecology & Obstetrics
0,pub.1043386573,A three‐level model for binary time‐series data: the effects of air pollution on school absences in the Southern California Children's Health Study,2005,jour.1093461,Statistics in Medicine
0,pub.1022236207,Effect of Ozone and Aeroallergens on the Respiratory Health of Asthmatics,2002,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1002405572,Ozone Air Pollution Is Associated With Acute Myocardial Infarction,2005,jour.1009570,Circulation
0,pub.1046931237,"A GEE moving average analysis of the relationship between air pollution and mortality for asthma in Barcelona, Spain",1999,jour.1093461,Statistics in Medicine
0,pub.1064737619,A combined analysis of the short-term effects of photochemical air pollutants on mortality within the EMECAM project.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1027572486,"Association between Air Pollution and Mortality Due to Respiratory Diseases in Children in São Paulo, Brazil: A Preliminary Report",1994,jour.1009554,Environmental Research
0,pub.1044714432,"Air Pollution and Mortality in Elderly People: A Time-Series Study in Sao Paulo, Brazil",1995,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1074814535,"The National Morbidity, Mortality, and Air Pollution Study. Part II: Morbidity and mortality from air pollution in the United States.",2000,jour.1358288,Research report
0,pub.1046026729,"Temperature, Ambient Ozone Levels, and Mortality during Summer, 1994, in Belgium",1995,jour.1009554,Environmental Research
0,pub.1040520211,Acute effects of summer air pollution on respiratory function in primary school children in southern England.,1996,jour.1019594,Thorax
0,pub.1011477029,"Short term effects of air pollution on emergency hospital admissions for respiratory disease: results of the APHEA project in two major cities in The Netherlands, 1977-89.",1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1043608637,Particulate air pollution and daily mortality in detroit,1991,jour.1009554,Environmental Research
0,pub.1013580215,Methodological issues in studies of air pollution and daily counts of deaths or hospital admissions.,1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1003873638,Traffic related pollution and heart rate variability in a panel of elderly subjects,2005,jour.1019594,Thorax
0,pub.1029210814,Acute Air Pollution Effects: Consequences of Exposure Distribution and Measurements,2005,jour.1023465,Journal of Toxicology and Environmental Health Part A
0,pub.1032858286,"Effects of Ambient Air Pollution on Nonelderly Asthma Hospital Admissions in Seattle, Washington, 1987–1994",1999,jour.1100479,Epidemiology
0,pub.1003394720,Modeling mortality fluctuations in los angeles as functions of pollution and weather effects,1988,jour.1009554,Environmental Research
0,pub.1024047947,"Associations between Outdoor Air Pollution and Daily Mortality in Brisbane, Australia",1997,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1064746265,"Association between ozone and asthma emergency department visits in Saint John, New Brunswick, Canada.",1996,jour.1031925,Environmental Health Perspectives
0,pub.1027861222,"Meta-Analysis of Time-Series Studies of Air Pollution and Mortality: Effects of Gases and Particles and the Influence of Cause of Death, Age, and Season",2002,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1022094109,Meta-Analysis of Time-Series Studies of Air Pollution and Mortality: Update in Relation to the Use of Generalized Additive Models,2003,jour.1056253,Journal of the Air & Waste Management Association
0,pub.1026019776,"Particles, and not gases, are associated with the risk of death in patients with chronic obstructive pulmonary disease",2001,jour.1087544,International Journal of Epidemiology
0,pub.1034690578,Air pollution and mortality in Barcelona.,1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1013659253,Urban air pollution and emergency admissions for asthma in four European cities: the APHEA Project.,1997,jour.1019594,Thorax
0,pub.1047960880,Effect of nitrogen dioxide and ozone on the risk of dying in patients with severe asthma,2002,jour.1019594,Thorax
0,pub.1083283302,Methods development for epidemiologic investigations of the health effects of prolonged ozone exposure. Part II. An approach to retrospective estimation of lifetime ozone exposure using a questionnaire and ambient monitoring data (California sites).,1998,jour.1358288,Research report
0,pub.1009833894,Chronic Exposure to Ambient Ozone and Lung Function in Young Adults,2005,jour.1100479,Epidemiology
0,pub.1005473367,Asthmatic bronchial hyperresponsiveness varies with ambient levels of summertime air pollution,1996,jour.1097884,European Respiratory Journal
0,pub.1041371106,Daily respiratory mortality and PM10 pollution in Mexico City: importance of considering place of death,2000,jour.1097884,European Respiratory Journal
0,pub.1037649330,"Association between hospital emergency visits for asthma and air pollution in Valencia, Spain.",1998,jour.1017084,Occupational and Environmental Medicine
0,pub.1006383004,"Air Pollution and Hospital Emergency Room Admissions for Chronic Obstructive Pulmonary Disease in Valencia, Spain",2002,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1036162148,"Acute Asthma Exacerbations and Air Pollutants in Children Living in Belfast, Northern Ireland",2001,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1004179820,Epidemiological studies of acute ozone exposures and mortality,2001,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1075674093,A multi-year study of air pollution and respiratory hospital admissions in three New York State metropolitan areas: results for 1988 and 1989 summers.,1992,jour.1036306,Journal of Exposure Science & Environmental Epidemiology
0,pub.1047866135,"Respiratory Hospital Admissions and Summertime Haze Air Pollution in Toronto, Ontario: Consideration of the Role of Acid Aerosols",1994,jour.1009554,Environmental Research
0,pub.1003901602,Summertime haze air pollution and children with asthma.,1997,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1051440159,"Modelling asthma epidemics on the relationship between air pollution and asthma emergency visits in Barcelona, Spain",1999,jour.1095636,European Journal of Epidemiology
0,pub.1013288431,Short-term Effects of Ambient Oxidant Exposure on Mortality: A Combined Analysis within the APHEA Project,1997,jour.1090493,American Journal of Epidemiology
0,pub.1038210712,Comparison of daily and seasonal exposures of young monkeys to ozone,1988,jour.1016494,Toxicology
0,pub.1009946334,Effects of ambient ozone exposures during the spring and summer of 1994 on pulmonary function of schoolchildren,1997,jour.1095828,Pediatric Pulmonology
0,pub.1030984446,Comparison of PEFR and FEV1 in Patients with Varying Degrees of Airway Obstruction Effect of Modest Altitude,1989,jour.1012865,CHEST Journal
0,pub.1064741530,Air pollution and daily mortality in a city with low levels of pollution.,2003,jour.1031925,Environmental Health Perspectives
0,pub.1043531895,Air Pollution and Daily Mortality in Amsterdam,1996,jour.1100479,Epidemiology
0,pub.1034855163,ADMINISTRATIVE DATA FOR PUBLIC HEALTH SURVEILLANCE AND PLANNING,2001,jour.1091354,Annual Review of Public Health
0,pub.1064746627,Association between air pollution and low birth weight: a community-based study.,1997,jour.1031925,Environmental Health Perspectives
0,pub.1036750766,Effects of daily variation in outdoor particulates and ambient acid species in normal and asthmatic children,2002,jour.1019594,Thorax
0,pub.1070322426,Relationship between Summertime Ambient Ozone Levels and Emergency Department Visits for Asthma in Central New Jersey,1995,jour.1031925,Environmental Health Perspectives
0,pub.1022696485,Concepts in developing health-based indicators for ozone,2002,jour.1013819,International Archives of Occupational and Environmental Health
0,pub.1000051148,Exacerbations of Childhood Asthma and Ozone Pollution in Atlanta,1994,jour.1009554,Environmental Research
0,pub.1020246533,"Air pollution, weather, and respiratory emergency room visits in two northern New England cities: an ecological time-series study",2005,jour.1009554,Environmental Research
0,pub.1064737692,A tale of two cities: effects of air pollution on hospital admissions in Hong Kong and London compared.,2002,jour.1031925,Environmental Health Perspectives
0,pub.1064746639,The relationship between selected causes of postneonatal infant mortality and particulate air pollution in the United States.,1997,jour.1031925,Environmental Health Perspectives
0,pub.1031590547,Acute Effects of Total Suspended Particles and Sulfur Dioxides on Preterm Delivery: A Community-Based Cohort Study,1995,jour.1012103,Archives of Environmental & Occupational Health
0,pub.1044459104,"Association Between Ozone and Respiratory Admissions Among Children and the Elderly in Vancouver, Canada",2003,jour.1099488,Inhalation Toxicology
0,pub.1064737032,Exposure measurement error in time-series studies of air pollution: concepts and consequences.,2000,jour.1031925,Environmental Health Perspectives
0,pub.1033275032,Hierarchical regression with misaligned spatial data: relating ambient ozone and pediatric asthma ER visits in Atlanta,2003,jour.1024804,Environmetrics
0,pub.1053501719,"CAUSALITY, MEASUREMENT ERROR AND MULTICOLLINEARITY IN EPIDEMIOLOGY",1996,jour.1024804,Environmetrics
0,pub.1004970967,Imputing Unmeasured Explanatory Variables in Environmental Epidemiology With Application to Health Impact Analysis of Air Pollution,1998,jour.1358276,Environmental and Ecological Statistics
0,pub.1051426685,"Short term effects of air pollution on mortality in the city of Lyon, France, 1985-90.",1996,jour.1017376,Journal of Epidemiology & Community Health
0,pub.1044631099,Time-Series Analysis of Air Pollution and Cause Specific Mortality,1998,jour.1100479,Epidemiology
0,pub.1051753675,Comparison of Chamber and Face Mask 6.6-Hour Exposure to 0.08 ppm Ozone Via Square-Wave and Triangular Profiles on Pulmonary Responses,2003,jour.1099488,Inhalation Toxicology
0,pub.1077026354,"Current estimates from the National Health Interview Survey, 1996.",1999,jour.1429584,Data on mortality
0,pub.1080071749,"Guidelines as to What Constitutes an Adverse Respiratory Health Effect, with Special Reference to Epidemiologic Studies of Air Pollution",1985,jour.1017031,American Journal of Respiratory and Critical Care Medicine
0,pub.1040642288,Allergen bronchoprovocation of patients with mild allergic asthma after ozone exposure,1996,jour.1055081,Journal of Allergy and Clinical Immunology
0,pub.1017768062,Effect of ozone and nitrogen dioxide on the permeability of bronchial epithelial cell cultures of non‐asthmatic and asthmatic subjects,2002,jour.1014810,Clinical & Experimental Allergy
0,pub.1034435576,TIME COURSE OF AIRWAY EPITHELIAL AND INFLAMMATORY CHANGES IN RATS EXPOSED TO MODERATE LEVELS OF OZONE,1997,jour.1099488,Inhalation Toxicology
